transaction_id,customer_id,transaction_date,category,amount
150,49,2025-03-07 22:34:36.136642,Beauty,10.398263526490593
151,3330,2025-06-08 22:34:36.136642,Home,22.907462970153173
152,3590,2025-04-27 22:34:36.136642,Electronics,124.92106762907633
153,2589,2026-06-16 22:34:36.136642,Sports,6.543211930348295
154,3482,2025-02-26 22:34:36.136642,Clothing,5.0
155,775,2025-11-22 22:34:36.136642,Home,83.62678501283509
156,4642,2024-08-04 22:34:36.136642,Home,94.30314158836256
157,1261,2025-07-30 22:34:36.136642,Electronics,22.927049642440743
158,650,2024-11-15 22:34:36.136642,Beauty,318.62263935226036
159,3440,2025-04-04 22:34:36.136642,Sports,165.8224205226944
160,3049,2025-01-07 22:34:36.136642,Clothing,30.549482846541697
161,2024,2025-07-28 22:34:36.136642,Electronics,352.14047918806
162,1081,2026-03-13 22:34:36.136642,Beauty,48.02999444831261
163,4271,2024-12-20 22:34:36.136642,Clothing,10.131251379170191
164,2075,2024-12-31 22:34:36.136642,Clothing,72.31672557775819
165,4243,2024-10-31 22:34:36.136642,Electronics,195.16195417260835
166,4964,2025-08-05 22:34:36.136642,Clothing,27.228277868761985
167,2313,2025-08-10 22:34:36.136642,Beauty,113.18879842009922
168,3475,2024-12-03 22:34:36.136642,Home,104.28602730886705
169,2306,2025-05-22 22:34:36.136642,Beauty,58.65835405264341
170,3261,2024-11-20 22:34:36.136642,Electronics,63.494940064942085
171,2875,2026-05-13 22:34:36.136642,Clothing,73.73309844439669
172,4839,2024-10-14 22:34:36.136642,Home,9.20963342505446
173,4806,2025-12-02 22:34:36.136642,Sports,32.27209553344145
174,3311,2026-02-16 22:34:36.136642,Beauty,18.39315206188303
175,1351,2026-04-23 22:34:36.136642,Sports,43.92728437390935
176,1094,2025-06-18 22:34:36.136642,Electronics,182.45168744336098
177,3777,2024-12-28 22:34:36.136642,Electronics,76.47629238035366
178,3097,2025-02-07 22:34:36.136642,Sports,48.08061960950211
179,1855,2025-04-13 22:34:36.136642,Home,161.32994027314402
180,2267,2025-11-21 22:34:36.136642,Clothing,79.637831816338
181,561,2024-09-04 22:34:36.136642,Sports,28.35131863948555
182,4988,2024-07-22 22:34:36.136642,Home,21.41130096350131
183,4693,2025-05-24 22:34:36.136642,Clothing,424.518726624877
184,4546,2025-03-16 22:34:36.136642,Sports,10.1752357880608
185,2384,2026-03-27 22:34:36.136642,Sports,257.3079319810124
186,1826,2024-07-07 22:34:36.136642,Electronics,116.70915282967813
187,1684,2025-08-24 22:34:36.136642,Electronics,26.800420078857144
188,1199,2026-01-09 22:34:36.136642,Beauty,54.10547967066901
189,1010,2026-03-25 22:34:36.136642,Clothing,180.9466011129776
190,1772,2024-07-05 22:34:36.136642,Clothing,51.45473598759223
191,1708,2026-01-18 22:34:36.136642,Clothing,35.457388147316
192,4536,2025-04-30 22:34:36.136642,Home,19.427748049583176
193,2273,2025-04-13 22:34:36.136642,Sports,7.8256554372478835
194,2613,2024-08-28 22:34:36.136642,Beauty,283.0458181091557
195,4342,2026-03-04 22:34:36.136642,Clothing,109.61673917215306
196,1543,2025-08-21 22:34:36.136642,Beauty,25.347578435273938
197,1238,2024-09-20 22:34:36.136642,Home,79.40853563268588
198,2976,2025-07-22 22:34:36.136642,Electronics,214.10612470256925
199,1725,2025-09-19 22:34:36.136642,Beauty,74.72736460405844
200,2264,2026-01-31 22:34:36.136642,Sports,34.196879725370465
201,283,2026-03-14 22:34:36.136642,Home,33.14440712019396
202,2621,2026-02-10 22:34:36.136642,Home,5.0
203,3287,2026-05-01 22:34:36.136642,Beauty,5.0
204,172,2025-11-28 22:34:36.136642,Clothing,59.997678604708604
205,3457,2025-08-16 22:34:36.136642,Home,62.4068282572883
206,1883,2025-03-22 22:34:36.136642,Electronics,126.36768436824046
207,2276,2025-02-09 22:34:36.136642,Home,390.07618270189283
208,2622,2026-04-25 22:34:36.136642,Sports,11.135869661050641
209,601,2024-12-12 22:34:36.136642,Electronics,5.0
210,3791,2026-05-30 22:34:36.136642,Beauty,6.537292603675827
211,2024,2024-09-13 22:34:36.136642,Clothing,47.34158283443907
212,467,2026-03-10 22:34:36.136642,Electronics,161.76158037105697
213,3951,2024-10-02 22:34:36.136642,Beauty,28.154796741846866
214,3890,2024-10-05 22:34:36.136642,Electronics,15.214431071168663
215,4393,2024-08-04 22:34:36.136642,Clothing,5.0
216,2593,2025-02-16 22:34:36.136642,Sports,90.29529977698698
217,1020,2025-03-24 22:34:36.136642,Home,68.28024433222659
218,1548,2024-09-27 22:34:36.136642,Home,115.17774749773058
219,4757,2024-07-07 22:34:36.136642,Clothing,105.56249319866902
220,4750,2025-04-27 22:34:36.136642,Clothing,109.8318559977782
221,4898,2025-02-06 22:34:36.136642,Electronics,104.74085308482857
222,4437,2025-12-06 22:34:36.136642,Home,21.50658120120002
223,704,2026-03-29 22:34:36.136642,Home,54.509285949914265
224,853,2025-08-28 22:34:36.136642,Clothing,22.182461507026126
225,306,2026-03-24 22:34:36.136642,Beauty,219.7304436488571
226,3579,2026-03-08 22:34:36.136642,Beauty,87.77865672674355
227,1934,2026-05-06 22:34:36.136642,Sports,152.34323357632417
228,1788,2026-05-15 22:34:36.136642,Clothing,31.9598725922248
229,3788,2025-08-01 22:34:36.136642,Sports,175.66189994147695
230,874,2026-06-01 22:34:36.136642,Clothing,15.973274763154608
231,1582,2025-07-24 22:34:36.136642,Clothing,5.0
232,3958,2025-03-07 22:34:36.136642,Clothing,415.9544190620786
233,4591,2025-06-21 22:34:36.136642,Home,5.0
234,3333,2024-11-03 22:34:36.136642,Home,34.33304411872105
235,1686,2024-09-23 22:34:36.136642,Sports,27.00407555776778
236,1606,2026-04-16 22:34:36.136642,Electronics,30.169816659308403
237,896,2025-10-18 22:34:36.136642,Electronics,25.19677858795201
238,3264,2025-05-18 22:34:36.136642,Electronics,13.011142894875599
239,3425,2025-10-03 22:34:36.136642,Sports,148.09528610208147
240,3854,2025-06-02 22:34:36.136642,Sports,140.1981150836834
241,2347,2026-04-29 22:34:36.136642,Clothing,127.19967210244738
242,3532,2025-11-26 22:34:36.136642,Sports,105.59775400289759
243,2475,2025-08-07 22:34:36.136642,Home,67.23446587095529
244,1862,2025-07-18 22:34:36.136642,Sports,87.81512159873367
245,2764,2026-01-05 22:34:36.136642,Beauty,5.0
246,4853,2024-09-16 22:34:36.136642,Clothing,64.9594516269099
247,31,2024-08-07 22:34:36.136642,Home,191.37398144169828
248,4008,2025-11-17 22:34:36.136642,Electronics,23.694970060759825
249,3456,2025-06-02 22:34:36.136642,Beauty,123.0680978121944
250,243,2025-09-04 22:34:36.136642,Sports,9.992875254815438
251,4782,2025-02-25 22:34:36.136642,Beauty,8.049103196128495
252,1499,2024-08-14 22:34:36.136642,Electronics,134.33935833761527
253,4669,2025-08-01 22:34:36.136642,Clothing,36.77805470545108
254,3423,2024-10-13 22:34:36.136642,Clothing,40.51187821258614
255,4004,2025-08-12 22:34:36.136642,Clothing,80.26443379796126
256,1660,2025-02-16 22:34:36.136642,Beauty,149.9551428450372
257,3229,2024-07-06 22:34:36.136642,Home,281.9314358397188
258,599,2026-03-22 22:34:36.136642,Sports,29.590883009630094
259,2196,2025-04-16 22:34:36.136642,Electronics,71.71199497365578
260,70,2025-08-09 22:34:36.136642,Beauty,64.83048438288354
261,1394,2025-04-06 22:34:36.136642,Electronics,37.86101773982837
262,3660,2024-07-03 22:34:36.136642,Beauty,153.0763783476597
263,1650,2024-11-25 22:34:36.136642,Sports,55.862219434968694
264,2282,2025-09-18 22:34:36.136642,Beauty,59.19659407529762
265,3683,2025-03-30 22:34:36.136642,Clothing,5.0
266,2684,2024-08-13 22:34:36.136642,Beauty,73.01918884622047
267,4563,2026-05-04 22:34:36.136642,Beauty,186.54006397743916
268,4653,2024-12-18 22:34:36.136642,Sports,34.309703292682414
269,4990,2026-03-31 22:34:36.136642,Clothing,293.85525365266824
270,4932,2025-12-28 22:34:36.136642,Sports,79.781748708339
271,1311,2026-03-07 22:34:36.136642,Electronics,60.93236926200731
272,4714,2025-01-21 22:34:36.136642,Beauty,70.63371502405573
273,4230,2024-08-18 22:34:36.136642,Sports,37.731038420763156
274,4104,2024-07-03 22:34:36.136642,Home,118.77934189092404
275,2076,2025-05-11 22:34:36.136642,Home,154.9808102270485
276,783,2024-07-22 22:34:36.136642,Home,5.0
277,3807,2025-10-11 22:34:36.136642,Sports,187.94952857727608
278,1334,2025-06-18 22:34:36.136642,Beauty,5.0
279,3718,2026-06-13 22:34:36.136642,Home,133.89266626527757
280,4637,2024-07-15 22:34:36.136642,Clothing,103.50101800653448
281,1058,2025-05-29 22:34:36.136642,Home,108.2312344732657
282,2055,2025-11-21 22:34:36.136642,Home,88.11097439567935
283,3402,2025-03-05 22:34:36.136642,Beauty,361.99225759714255
284,2110,2024-12-11 22:34:36.136642,Home,5.0
285,3158,2025-12-01 22:34:36.136642,Home,136.68753467431424
286,3797,2026-03-06 22:34:36.136642,Beauty,48.915007356827196
287,3649,2025-11-18 22:34:36.136642,Home,83.85142177734505
288,1321,2026-05-17 22:34:36.136642,Sports,99.17244330901347
289,4418,2025-01-20 22:34:36.136642,Clothing,15.880610174047218
290,3700,2025-07-09 22:34:36.136642,Sports,12.665545035464737
291,733,2024-08-02 22:34:36.136642,Home,21.761895987839015
292,3634,2025-04-21 22:34:36.136642,Clothing,32.132493250513036
293,3550,2024-10-26 22:34:36.136642,Electronics,43.99685377424872
294,3663,2025-05-29 22:34:36.136642,Clothing,8.252519575961001
295,4645,2025-10-12 22:34:36.136642,Beauty,52.150608160125635
296,605,2026-03-18 22:34:36.136642,Clothing,254.45432128577005
297,1723,2025-12-12 22:34:36.136642,Sports,135.56389366166545
298,2405,2025-12-06 22:34:36.136642,Beauty,131.3563685248896
299,3483,2025-04-10 22:34:36.136642,Sports,45.170822908122624
300,2813,2025-12-29 22:34:36.136642,Sports,91.47569158611445
301,1582,2026-05-03 22:34:36.136642,Electronics,31.93596451759713
302,2279,2025-12-04 22:34:36.136642,Home,48.770475246897185
303,2351,2025-01-13 22:34:36.136642,Electronics,47.73533957392199
304,3624,2024-09-09 22:34:36.136642,Home,149.58521509526625
305,715,2025-12-02 22:34:36.136642,Sports,73.76044861210316
306,925,2025-10-08 22:34:36.136642,Clothing,50.55093657390174
307,3163,2024-10-03 22:34:36.136642,Home,18.49845291386968
308,4154,2024-09-27 22:34:36.136642,Electronics,252.97879450470666
309,4530,2026-02-26 22:34:36.136642,Beauty,44.009009675005714
310,4079,2025-11-20 22:34:36.136642,Electronics,40.73047044873451
311,2570,2026-05-06 22:34:36.136642,Sports,45.35923864459232
312,2816,2026-02-26 22:34:36.136642,Sports,29.68077655185325
313,4579,2025-02-25 22:34:36.136642,Electronics,180.48418635997643
314,4463,2026-03-13 22:34:36.136642,Electronics,118.73476727814844
315,889,2025-05-10 22:34:36.136642,Beauty,116.47771943862347
316,3479,2025-09-11 22:34:36.136642,Home,70.97608551827243
317,3590,2026-02-07 22:34:36.136642,Sports,23.793136676348396
318,1724,2024-08-24 22:34:36.136642,Home,58.66422344164254
319,1259,2024-12-18 22:34:36.136642,Sports,188.5474775973188
320,411,2024-12-31 22:34:36.136642,Sports,130.73450870150378
321,2231,2026-06-14 22:34:36.136642,Electronics,75.85081298997987
322,3195,2026-03-20 22:34:36.136642,Electronics,164.82744330533808
323,2206,2024-07-03 22:34:36.136642,Clothing,59.38574385289218
324,2061,2024-12-02 22:34:36.136642,Electronics,161.65695070632583
325,3899,2025-08-13 22:34:36.136642,Clothing,80.31671654319479
326,2614,2026-01-21 22:34:36.136642,Sports,34.11663627160253
327,1813,2025-07-12 22:34:36.136642,Beauty,94.35583114575834
328,1803,2024-07-25 22:34:36.136642,Home,121.81379917494195
329,3907,2024-09-07 22:34:36.136642,Home,117.23028998688764
330,678,2026-04-20 22:34:36.136642,Beauty,129.90266267781092
331,2911,2025-09-14 22:34:36.136642,Beauty,222.8796345544211
332,4714,2025-01-29 22:34:36.136642,Electronics,17.25204098326059
333,2252,2024-12-12 22:34:36.136642,Sports,122.13792922223502
334,3005,2024-09-16 22:34:36.136642,Home,196.4799797658094
335,795,2026-02-08 22:34:36.136642,Beauty,46.61609056704946
336,729,2025-04-18 22:34:36.136642,Sports,51.343974414230395
337,1694,2025-12-31 22:34:36.136642,Home,20.49900149280724
338,4735,2026-03-26 22:34:36.136642,Sports,84.7954834654084
339,191,2026-05-04 22:34:36.136642,Clothing,291.3127389129627
340,4995,2025-09-01 22:34:36.136642,Home,22.8052430272628
341,1997,2024-07-09 22:34:36.136642,Clothing,166.56793095295245
342,2108,2024-08-11 22:34:36.136642,Sports,24.34425553936169
343,3867,2025-11-08 22:34:36.136642,Electronics,15.605887373666361
344,1490,2026-05-04 22:34:36.136642,Beauty,89.77115685967748
345,2110,2025-08-28 22:34:36.136642,Clothing,101.00239709893486
346,638,2024-12-01 22:34:36.136642,Electronics,148.43871347104283
347,4046,2025-06-07 22:34:36.136642,Home,80.99301836987384
348,4159,2024-06-24 22:34:36.136642,Beauty,52.284860397616185
349,2820,2026-06-08 22:34:36.136642,Sports,15.890180881500923
350,4112,2024-12-23 22:34:36.136642,Beauty,60.26845435699796
351,842,2025-08-28 22:34:36.136642,Electronics,148.50297996087045
352,3952,2025-06-29 22:34:36.136642,Electronics,269.47317572465585
353,4059,2026-02-27 22:34:36.136642,Home,114.02751954630305
354,3248,2025-09-09 22:34:36.136642,Sports,166.7562855570928
355,1217,2025-10-30 22:34:36.136642,Home,117.1074716519221
356,899,2024-07-29 22:34:36.136642,Sports,26.907578515907776
357,2223,2025-12-07 22:34:36.136642,Home,186.26697144808287
358,1258,2025-03-23 22:34:36.136642,Beauty,141.8124641042214
359,1515,2025-11-05 22:34:36.136642,Sports,24.016233909414943
360,417,2024-12-22 22:34:36.136642,Sports,70.4549232663242
361,4547,2026-02-13 22:34:36.136642,Sports,272.0318440634943
362,2884,2025-01-16 22:34:36.136642,Home,114.00499368580826
363,3827,2024-10-09 22:34:36.136642,Home,230.9295319458992
364,4376,2026-01-18 22:34:36.136642,Home,30.10328007276215
365,4340,2026-05-23 22:34:36.136642,Electronics,175.4699003981017
366,675,2026-05-09 22:34:36.136642,Beauty,19.77627784814993
367,103,2024-07-08 22:34:36.136642,Home,149.14365148345314
368,2358,2025-01-22 22:34:36.136642,Beauty,108.03306183383741
369,3994,2026-05-07 22:34:36.136642,Clothing,165.81981028649025
370,4028,2026-04-05 22:34:36.136642,Home,140.964489885943
371,3709,2025-05-08 22:34:36.136642,Sports,63.08534393016226
372,4213,2025-10-09 22:34:36.136642,Sports,236.54559725789213
373,1496,2026-04-21 22:34:36.136642,Clothing,49.57017325561675
374,4859,2024-09-17 22:34:36.136642,Home,56.900875077392
375,3393,2026-02-27 22:34:36.136642,Sports,143.05104329377818
376,3507,2026-02-18 22:34:36.136642,Sports,165.1241746478822
377,2786,2025-07-25 22:34:36.136642,Clothing,40.88096118956655
378,2235,2026-04-24 22:34:36.136642,Sports,77.29381836217128
379,3660,2024-08-24 22:34:36.136642,Beauty,21.658391864448294
380,4881,2024-09-06 22:34:36.136642,Beauty,7.056836863000641
381,3733,2025-09-24 22:34:36.136642,Electronics,48.20319082780007
382,4803,2025-07-15 22:34:36.136642,Electronics,289.10869659309026
383,4892,2025-10-08 22:34:36.136642,Home,31.163914550806552
384,4569,2025-06-02 22:34:36.136642,Electronics,5.0
385,3526,2025-06-21 22:34:36.136642,Sports,103.68810557995094
386,3518,2025-03-25 22:34:36.136642,Sports,47.67881568049972
387,4778,2025-09-21 22:34:36.136642,Home,134.91443885282638
388,4190,2024-07-16 22:34:36.136642,Electronics,29.99151788465956
389,4832,2025-04-12 22:34:36.136642,Electronics,122.70455576453203
390,2530,2025-05-17 22:34:36.136642,Sports,197.61765872289615
391,1914,2025-08-04 22:34:36.136642,Beauty,68.79444450917808
392,2458,2025-05-13 22:34:36.136642,Electronics,309.67375809633444
393,1151,2025-08-28 22:34:36.136642,Clothing,162.6006230955973
394,3859,2024-08-06 22:34:36.136642,Sports,57.9845827166998
395,4138,2025-05-21 22:34:36.136642,Home,40.69890569870967
396,4137,2025-08-01 22:34:36.136642,Electronics,498.12385351872257
397,1511,2026-05-29 22:34:36.136642,Beauty,268.8418518902771
398,3971,2025-09-02 22:34:36.136642,Sports,131.44557931350914
399,3916,2025-09-14 22:34:36.136642,Electronics,43.774429990826505
400,3253,2025-03-13 22:34:36.136642,Beauty,9.875939143520364
401,3750,2025-10-07 22:34:36.136642,Beauty,14.219733798194085
402,744,2024-07-26 22:34:36.136642,Sports,142.4275312230603
403,2766,2024-11-07 22:34:36.136642,Electronics,105.62737817942904
404,3939,2025-07-12 22:34:36.136642,Home,30.35764530460282
405,2512,2024-12-02 22:34:36.136642,Electronics,8.73590783510712
406,1074,2025-06-18 22:34:36.136642,Clothing,437.3069783580558
407,3218,2025-11-07 22:34:36.136642,Home,117.09097015823137
408,4394,2026-01-10 22:34:36.136642,Sports,5.0
409,2193,2025-12-12 22:34:36.136642,Clothing,17.357708337816486
410,16,2026-01-23 22:34:36.136642,Clothing,98.43026124336208
411,3554,2025-06-08 22:34:36.136642,Electronics,14.004448096309465
412,107,2026-03-29 22:34:36.136642,Beauty,46.19171427920822
413,4315,2026-02-11 22:34:36.136642,Clothing,109.77529745273951
414,2969,2025-10-17 22:34:36.136642,Sports,5.0
415,4467,2024-09-09 22:34:36.136642,Sports,5.0
416,3046,2025-09-16 22:34:36.136642,Beauty,45.89732612461918
417,2858,2025-04-17 22:34:36.136642,Clothing,411.42245095568387
418,4350,2025-12-25 22:34:36.136642,Beauty,22.13482004467976
419,1429,2025-02-08 22:34:36.136642,Clothing,58.8569560496765
420,2009,2025-08-07 22:34:36.136642,Electronics,113.75133654078387
421,3102,2025-08-02 22:34:36.136642,Sports,48.193238989307225
422,3637,2025-05-02 22:34:36.136642,Beauty,91.23760991239561
423,3472,2025-01-15 22:34:36.136642,Clothing,5.0
