customer_id,age,gender,location,annual_income,churned
115,33,Female,Miami,72588.35126759335,0
116,38,Other,Miami,73247.46343990644,0
117,34,Male,New York,64632.417932834236,0
118,23,Male,Austin,106692.34159668884,1
119,46,Female,Los Angeles,69766.2255208027,0
120,42,Male,New York,56039.60085348005,0
121,42,Female,Seattle,94969.32422149627,0
122,25,Male,Chicago,99573.88439388413,0
123,49,Male,Houston,110165.20784180352,0
124,20,Male,Austin,85839.97605124085,1
125,40,Male,Miami,98656.66238107874,0
126,56,Female,Los Angeles,63518.67018504268,0
127,25,Female,Miami,95644.98549870765,0
128,29,Male,Austin,88563.06514834666,0
129,35,Female,Seattle,83261.50672356649,0
130,29,Male,New York,31071.88098082426,1
131,19,Female,Austin,60295.65066139813,0
132,35,Male,New York,68857.12483300357,0
133,24,Female,Houston,83289.9006808807,0
134,39,Female,Los Angeles,130018.42771811149,0
135,25,Female,Seattle,91481.09790880227,0
136,50,Female,Los Angeles,49749.665980715945,0
137,27,Female,Houston,57993.912003772064,0
138,31,Other,Seattle,104746.59255876645,0
139,43,Female,Seattle,56894.49464705332,0
140,22,Female,New York,95467.61243803368,0
141,37,Female,New York,72930.55225589189,0
142,48,Male,New York,65840.27651333934,0
143,18,Female,Miami,57273.36525105205,0
144,36,Male,Chicago,30000.0,0
145,37,Female,Austin,83493.77810502006,1
146,42,Female,New York,43696.75592474827,0
147,22,Female,Chicago,34540.810005878855,0
148,21,Male,Chicago,76194.36754714626,0
149,40,Male,Los Angeles,95738.57194894439,0
150,37,Female,Houston,30000.0,0
151,37,Female,Miami,95084.88769117571,0
152,38,Male,Chicago,47419.851921790854,0
153,28,Male,Austin,86223.27640082306,0
154,37,Female,Miami,84473.73009754583,0
155,37,Female,Los Angeles,64833.91378878508,0
156,27,Male,New York,70746.82336403744,0
157,53,Male,Seattle,60094.991913056794,0
158,39,Male,Chicago,76588.43142318736,0
159,23,Other,Houston,76367.65232538203,0
160,41,Male,Seattle,46902.86990048246,0
161,25,Male,Los Angeles,36054.20192149599,0
162,42,Male,Miami,95208.85457976206,0
163,46,Male,Austin,75100.26701636246,0
164,26,Female,New York,91745.90707456466,0
165,44,Male,Miami,53239.90550890086,0
166,39,Male,Houston,49389.039055130634,0
167,43,Male,Chicago,44704.076803253556,0
168,53,Male,Houston,65481.06055074434,0
169,32,Male,Miami,75811.15718969775,0
170,27,Female,Miami,56404.378319814205,0
171,26,Female,Seattle,109120.6145582934,0
172,26,Female,Houston,53946.30517798272,0
173,34,Female,Houston,76219.90338697961,0
174,38,Female,Houston,47923.92277507794,0
175,37,Male,New York,53172.00006272551,0
176,43,Female,Austin,67841.56024130214,0
177,35,Female,Miami,49184.098481584544,0
178,49,Female,Los Angeles,72235.3862014881,0
179,32,Female,New York,81006.27284056005,0
180,62,Male,New York,97334.36072575487,0
181,41,Female,New York,43002.42642770657,0
182,26,Female,Seattle,74196.05763955781,0
183,24,Other,Austin,68451.29686270955,0
184,39,Male,Austin,30000.0,0
185,32,Male,Los Angeles,41780.32258513556,0
186,42,Male,Houston,81873.68214713383,0
187,39,Female,Seattle,36183.57965038376,0
188,34,Male,Miami,68164.48798279738,0
189,26,Male,Chicago,30000.0,0
190,19,Other,Seattle,67426.19080181727,0
191,30,Male,Chicago,30000.0,0
192,43,Female,Miami,54885.53643234323,0
193,37,Male,Los Angeles,59056.53195543809,0
194,22,Female,Austin,73075.63906320388,0
195,36,Female,Chicago,63686.222002253824,0
196,38,Female,New York,39102.4863510264,0
197,26,Female,Seattle,39569.62522161302,0
198,36,Male,Chicago,30000.0,0
199,35,Male,Miami,75162.13761058624,0
200,23,Male,Austin,74058.82995655593,0
201,38,Female,New York,86735.2053695954,0
202,40,Female,Chicago,57496.45867408434,0
203,45,Male,Austin,30000.0,0
204,45,Female,Miami,62100.017643456755,0
205,21,Male,Los Angeles,70276.17481097225,0
206,25,Female,Miami,40881.275191657,0
207,40,Other,Los Angeles,43254.00759711291,0
208,40,Male,Austin,81273.0771439396,0
209,40,Female,Austin,72515.53865525457,0
210,73,Male,New York,98321.73559300114,0
211,40,Female,Miami,113052.52021238348,0
212,46,Female,Houston,32429.784099129654,0
213,44,Male,Seattle,59528.30860978727,0
214,41,Male,Houston,73090.861675509,0
215,31,Male,Houston,79089.33498073152,0
216,42,Female,Houston,95397.02960539346,0
217,27,Female,Seattle,88215.62410915551,0
218,32,Male,Houston,98460.75291404095,0
219,30,Female,Los Angeles,71534.00515876674,0
220,35,Female,Miami,54287.4063270623,0
221,58,Male,Austin,118748.91298468353,0
222,18,Male,New York,73833.12948155645,0
223,41,Female,Houston,63953.8127499133,0
224,18,Female,Austin,43194.51712062412,0
225,30,Male,Houston,73986.71036094139,1
226,45,Male,New York,95112.2506592455,0
227,35,Male,New York,57488.36512201508,0
228,24,Female,Houston,66665.51129001971,0
229,27,Male,Los Angeles,76228.91103858635,0
230,41,Male,Austin,81804.36923906014,0
231,27,Female,New York,63504.1220974909,1
232,37,Female,Miami,60159.77003723099,0
233,35,Male,Austin,57230.94951345943,0
234,28,Male,Miami,42335.09023083515,0
235,56,Female,Austin,50745.54906648754,0
236,41,Male,Los Angeles,50073.33103651367,0
237,18,Male,Seattle,31445.57288892931,0
238,36,Female,Chicago,94823.61674395224,0
239,28,Male,Los Angeles,78989.19345720386,0
240,43,Female,Houston,73555.67791647986,0
241,27,Female,Chicago,102613.69962034751,0
242,33,Male,Houston,87946.18456596861,0
243,40,Male,Miami,50259.608585314774,0
244,43,Female,New York,99334.7765329176,0
245,22,Female,Austin,94306.5379369972,0
246,31,Female,Houston,42051.95841057731,0
247,30,Female,Miami,92569.52671502884,0
248,28,Male,Los Angeles,58318.760697519414,0
249,52,Female,Houston,94928.70597358687,1
250,39,Male,Miami,61551.330823276076,0
251,22,Male,New York,56666.681932113526,0
252,44,Male,Austin,59243.14695776324,0
253,56,Male,Houston,45695.794846274075,0
254,45,Female,Seattle,32991.09304992763,0
255,19,Male,Miami,30000.0,0
256,30,Male,Houston,43633.17500001853,0
257,47,Male,New York,135765.58200551628,0
258,27,Female,Austin,81956.52221818824,1
259,39,Female,Houston,116605.5652198102,0
260,42,Male,Houston,62044.985222840165,0
261,25,Male,Austin,58291.962063088366,0
262,34,Male,Seattle,112913.5164380214,0
263,18,Female,Miami,79394.06070877076,0
264,24,Female,Chicago,46118.11253267971,0
265,32,Female,Austin,85822.93711246763,0
266,22,Female,Houston,101272.11546532874,0
267,51,Male,Chicago,34303.18917103504,0
268,20,Female,Los Angeles,81616.45829526716,0
269,30,Female,Houston,35956.88058560909,0
270,36,Male,Chicago,99918.8831077238,0
271,49,Male,Los Angeles,75767.4607980384,0
272,20,Female,Seattle,85741.52897190521,1
273,46,Female,Miami,64563.90161550059,0
274,35,Male,Houston,30000.0,0
275,25,Female,Miami,58964.19599429119,0
276,39,Female,Los Angeles,93245.98809931107,0
277,36,Male,Miami,119840.71956296294,0
278,28,Male,Miami,77057.25224721692,0
279,35,Male,Austin,52841.18555469535,1
280,31,Female,New York,83392.5694566858,0
281,36,Male,Los Angeles,90997.36835714594,0
282,41,Male,Miami,73318.84345187669,0
283,50,Female,Chicago,71780.35518330298,0
284,22,Female,Los Angeles,75340.20645800809,0
285,56,Male,New York,71088.75943579993,0
286,18,Male,Houston,77444.52407926618,1
287,33,Female,Seattle,115689.08130184763,0
288,40,Female,Miami,30000.0,0
289,37,Female,Chicago,64038.60763952792,0
290,28,Male,New York,46691.14682939194,0
291,32,Female,Los Angeles,99520.07651415578,0
292,30,Female,Seattle,66477.9457586405,0
293,29,Female,Seattle,83992.6193883495,0
294,43,Female,Miami,105682.6694456467,0
295,38,Male,New York,42974.759859675,0
296,28,Male,New York,56812.05905292131,0
297,43,Female,Chicago,103102.05924696488,0
298,38,Female,Houston,41973.43046648905,0
299,43,Female,Houston,57655.491237940834,0
300,41,Male,Austin,30000.0,0
301,26,Female,Houston,104084.08375183897,0
302,29,Female,Austin,55468.83591048066,0
303,42,Male,Seattle,78779.01167617789,0
304,41,Male,Seattle,86899.508106099,0
305,34,Female,Los Angeles,49919.07823959761,0
306,36,Female,Seattle,30000.0,0
307,47,Female,Seattle,64513.397566380896,0
308,29,Female,New York,64104.30591885677,0
309,40,Male,Los Angeles,68487.41303506556,0
310,32,Male,New York,68625.42519264086,0
311,32,Female,Chicago,57530.678941670536,0
312,45,Female,Austin,56561.56745381701,0
313,43,Female,Austin,77442.58822036965,0
314,43,Female,Chicago,49403.565249258085,0
315,48,Male,Austin,67616.91379774205,0
316,35,Female,Los Angeles,55926.03171476317,0
317,41,Male,Los Angeles,77390.13109108119,0
318,31,Male,Seattle,97714.40700795679,0
319,38,Male,Austin,98734.4443279755,0
320,33,Male,Chicago,102232.27181344185,0
321,35,Male,Miami,61647.68061644703,0
322,40,Male,Houston,63748.82520422101,0
323,26,Male,Seattle,38276.19216354539,0
324,55,Male,Houston,61436.27430419352,0
325,24,Female,Chicago,62329.05440130339,0
326,22,Male,Austin,54571.30910951385,0
327,46,Male,Austin,54455.171414431636,0
328,42,Female,Houston,30000.0,0
329,41,Female,Miami,36452.185106940065,0
330,41,Female,Austin,71113.58968946866,0
331,34,Male,Miami,72051.83265699325,1
332,26,Female,New York,82076.39673739501,0
333,35,Male,Los Angeles,63527.638244558664,0
334,28,Male,Houston,70291.35594581242,0
335,44,Male,Austin,101262.73872661995,0
336,33,Female,Miami,68677.47940508758,0
337,26,Male,Austin,54198.2713214807,0
338,31,Male,Los Angeles,40226.30239855543,0
339,39,Male,Los Angeles,89936.99659046075,1
340,29,Female,New York,30000.0,0
341,26,Female,Los Angeles,49039.53450779747,0
342,37,Male,Los Angeles,80464.48332341191,0
343,37,Female,Seattle,30000.0,0
344,29,Female,Chicago,54641.13030298223,0
345,30,Female,Austin,73229.18765739331,0
346,37,Male,New York,60416.558644985314,0
347,20,Female,New York,45432.77681179394,0
348,20,Male,Houston,55163.891877985545,0
349,27,Female,Los Angeles,90424.6081663507,0
350,32,Male,Houston,115784.43476948107,0
351,38,Male,Seattle,73487.21703983996,0
352,49,Male,Miami,30000.0,0
353,43,Female,Los Angeles,84202.55692776486,0
354,33,Male,Miami,60090.41213610836,0
355,34,Female,Chicago,42614.428694038674,0
356,24,Male,Seattle,49993.17371437089,0
357,34,Female,Los Angeles,51055.25380445296,0
358,32,Female,Houston,34728.809930553834,0
359,38,Female,Houston,68423.28057234082,0
360,26,Female,Los Angeles,115703.66998274565,0
361,40,Female,Austin,42520.22272492903,0
362,50,Male,Houston,114933.6756289376,0
363,33,Female,Austin,75202.91693690355,0
364,39,Male,Los Angeles,67677.56778859792,0
365,41,Female,New York,61951.00212334642,0
366,30,Female,Houston,49846.39581336529,0
367,37,Male,Austin,77296.31504586287,0
368,35,Male,Los Angeles,83049.4761798952,0
369,35,Male,Los Angeles,30000.0,0
370,27,Female,Austin,133575.9584791912,0
371,35,Female,Houston,30000.0,0
372,39,Female,New York,56941.77993238035,0
373,49,Female,Houston,30000.0,0
374,44,Female,Los Angeles,63302.26879086109,0
375,56,Male,New York,58463.40310356222,0
376,27,Male,Miami,57207.665805016266,0
377,43,Female,Chicago,77608.34179734378,0
378,36,Female,Houston,63904.70693265678,0
379,56,Female,Seattle,83460.46998740674,0
380,26,Male,Los Angeles,39066.731344645625,1
381,26,Male,New York,71934.58192085137,0
382,29,Male,Austin,54207.976246108796,0
383,18,Male,Austin,60741.51383666931,0
384,29,Male,Austin,76758.7162295129,0
385,27,Female,New York,57392.356714727735,0
386,36,Male,Miami,67370.85664807049,0
387,38,Female,Houston,41143.86473391538,0
388,53,Male,Seattle,97387.80575864781,0
389,44,Female,Austin,88211.10082486551,0
390,29,Male,New York,72499.5889203687,0
391,26,Male,Austin,63933.4995293465,0
392,39,Male,Miami,67390.70987884495,0
393,21,Other,Los Angeles,96850.58431285711,0
394,53,Female,Austin,86440.13921594611,0
395,46,Male,Miami,97271.10824798598,0
396,30,Male,Houston,61452.72317711317,0
397,18,Female,Austin,82084.9819864489,0
398,48,Male,Miami,99716.84955388363,0
399,33,Male,New York,46846.35491766092,0
400,47,Female,New York,45273.92847983578,0
401,19,Female,Chicago,76880.1123682596,0
402,29,Male,Miami,39126.45266799125,0
403,35,Male,Los Angeles,30000.0,0
404,35,Female,Austin,99366.14325021372,0
405,30,Male,Seattle,103722.46314164187,0
406,41,Male,Seattle,40499.51114467049,0
407,24,Female,Houston,34200.330972993215,1
408,33,Female,Chicago,53670.257459085675,0
409,36,Male,Miami,101320.20880298916,0
410,40,Other,Los Angeles,59731.53868554639,0
411,42,Female,Chicago,72367.37544287028,0
412,23,Male,New York,78123.04352570078,0
413,19,Other,Houston,74346.19505896547,0
414,47,Male,Austin,107351.77860008544,0
415,38,Male,Austin,52002.72428193153,1
416,27,Female,Austin,67444.83072621457,0
417,50,Male,Miami,75810.64248993424,0
418,36,Male,Seattle,68775.10747085774,0
419,46,Male,Los Angeles,39522.46981222392,0
420,35,Male,Austin,33186.612078499194,1
421,55,Female,Austin,32663.068062371254,0
422,52,Female,New York,88156.36874606152,0
423,32,Other,Chicago,49489.925232766225,0
424,44,Male,Austin,81731.8725985326,0
425,41,Male,Houston,72168.57594545516,0
426,48,Male,Chicago,45628.57161195886,0
427,25,Male,Seattle,46252.523270510734,1
428,41,Male,Chicago,73350.32901035243,0
429,45,Female,Los Angeles,71942.11773905739,0
430,18,Female,New York,82300.80590692685,0
431,23,Other,Miami,58562.386055535215,0
432,18,Male,Los Angeles,48832.30552480761,0
433,32,Female,Seattle,72746.7631248821,0
434,42,Male,Houston,105497.97811116531,0
435,50,Male,Seattle,30000.0,0
436,35,Female,Seattle,50023.683200656335,0
437,51,Female,Chicago,84761.0035570855,0
438,21,Male,Houston,75412.14086218103,0
439,18,Male,Los Angeles,85125.48234558772,0
440,34,Male,Seattle,59258.62438425534,0
441,38,Female,Los Angeles,30000.0,0
442,34,Male,Austin,111787.31794666647,0
443,18,Other,Austin,97095.89724777243,0
444,34,Male,Austin,69395.54606447193,0
445,21,Male,Miami,48958.48457572595,0
446,41,Female,Chicago,57735.81063396654,0
447,38,Female,Los Angeles,75727.08779524399,0
448,25,Male,Austin,63709.193332851086,0
449,29,Female,Austin,69637.5208871237,0
450,24,Female,Houston,110253.43010439677,0
451,34,Female,Seattle,93091.88033248803,1
452,44,Female,Austin,40730.538283334085,0
453,25,Female,Miami,71922.97505688405,0
454,40,Female,Houston,56990.91225407213,0
455,29,Female,Chicago,77448.5781437055,0
456,27,Male,Miami,68416.71483727895,0
457,33,Male,Miami,144192.4694691685,0
458,24,Male,Miami,80731.54143839859,0
459,29,Male,Seattle,66645.39984583,0
460,23,Male,Austin,116075.15143333725,0
461,54,Other,New York,75138.7364713145,0
462,35,Male,Miami,32031.89259799142,0
463,28,Male,Houston,66888.8255099496,0
464,37,Female,Houston,85342.58118430134,0
465,33,Male,Chicago,82113.23707245756,0
466,32,Male,Los Angeles,95129.36760920809,0
467,41,Male,Los Angeles,73842.9117177788,0
468,42,Male,New York,72077.7742891166,0
469,29,Male,Seattle,34938.1174577452,0
470,29,Female,Austin,108210.55644655412,0
471,32,Female,Seattle,62359.91049502669,0
472,18,Male,Austin,45511.629659441925,0
473,19,Male,Miami,135697.69720496272,0
474,48,Male,Austin,112002.14220606885,0
475,51,Female,New York,58806.27694356629,0
476,32,Male,Chicago,30000.0,0
477,40,Male,Chicago,52038.214468136684,0
478,38,Female,Los Angeles,109478.38990649758,0
479,65,Male,Chicago,74417.83259263399,0
480,46,Male,Miami,36264.0913341003,0
481,33,Male,Houston,89599.53855568741,0
482,25,Female,Chicago,64753.54928467388,0
483,18,Female,New York,53782.45080519588,0
484,37,Female,Miami,55678.98801000611,1
485,27,Female,Chicago,102659.81270342198,0
486,20,Female,Seattle,83665.90870885197,0
487,28,Other,Austin,32848.55782975759,0
488,24,Other,Chicago,79179.7195029238,0
489,51,Male,Seattle,72690.3769936575,0
490,43,Female,Miami,59489.806710231416,0
491,34,Male,Chicago,60807.97191351801,0
492,49,Male,Seattle,48373.68924789783,0
493,35,Female,Houston,53436.84071105682,0
494,26,Male,Los Angeles,77243.08621340127,0
495,50,Female,Miami,63060.752324907706,0
496,40,Male,Seattle,83642.0409547584,0
497,24,Female,New York,50375.50918890332,0
498,33,Female,Chicago,87687.36540927057,0
499,26,Female,Seattle,102861.11436140398,0
500,21,Male,Austin,69830.40900001697,0
501,44,Male,Seattle,83015.66525687293,0
502,54,Female,Seattle,83991.07179753917,0
503,21,Male,Austin,57447.54940978347,0
504,40,Other,Los Angeles,84084.1241958012,1
505,28,Female,Austin,30000.0,1
506,30,Male,Austin,30000.0,0
507,29,Male,New York,61763.043400309594,1
508,26,Male,Austin,85836.64522625985,0
509,35,Female,New York,67873.66674371125,0
510,26,Male,Houston,88646.84072447335,0
511,37,Male,Austin,39956.60877128408,0
512,34,Male,Los Angeles,92070.98499948482,0
513,32,Female,Austin,110720.31536035557,1
514,25,Male,Seattle,52589.737127352986,0
515,29,Male,Miami,89274.96903760827,0
516,42,Female,Los Angeles,70570.45784575281,0
517,40,Female,Austin,81046.01362339586,0
518,25,Female,Los Angeles,110670.28916752723,0
519,35,Male,New York,78182.58182938962,0
520,42,Male,Houston,89111.05302492544,0
521,18,Female,Houston,38423.88397050793,0
522,40,Male,Los Angeles,88341.01964881954,0
523,28,Female,Los Angeles,110250.1787713532,0
524,40,Female,Austin,46912.48442716948,0
525,27,Male,Chicago,61924.42135879563,0
526,18,Female,Seattle,87153.16585560593,0
527,18,Female,New York,81194.60319499875,1
528,35,Male,Seattle,36006.806205848,0
529,37,Female,Miami,74122.78431029603,0
530,25,Male,Miami,61682.95486922605,1
531,41,Male,Houston,45783.621692572444,0
532,18,Male,New York,103918.12170981677,0
533,34,Female,Seattle,70136.50943933098,0
534,22,Female,Houston,94576.21632265262,0
535,28,Female,Miami,40664.674343866995,0
536,35,Male,Los Angeles,84723.64143802726,0
537,26,Female,New York,96542.23807041468,0
538,31,Male,New York,63946.28499114346,1
539,45,Female,Seattle,57570.497270546184,0
540,29,Male,Austin,37393.20647467961,0
541,43,Male,Chicago,48298.68302246808,0
542,23,Male,Seattle,58684.16788411272,0
543,40,Female,Los Angeles,45602.220746083534,0
544,49,Male,Austin,50801.33347237416,0
545,18,Female,Austin,73952.42291011772,0
546,27,Male,Austin,76944.70495981775,0
547,40,Male,Los Angeles,97271.12551329428,0
548,32,Male,Houston,50955.66615303871,0
549,38,Female,New York,70579.6302783629,0
550,28,Female,Houston,59557.580686502464,0
551,35,Male,Los Angeles,57790.86875907219,0
552,33,Male,Chicago,62096.51925900859,0
553,46,Male,New York,65095.613381338495,0
554,37,Female,Los Angeles,76259.90665740156,0
555,38,Male,Chicago,61741.050835578135,0
556,30,Female,Seattle,100683.26575129422,0
557,30,Female,Miami,30000.0,0
558,30,Male,Austin,96348.84063723212,0
559,38,Female,Los Angeles,60787.40835144904,0
560,30,Female,Miami,65279.17708493362,0
561,37,Female,Houston,69759.61304090892,0
562,55,Male,Miami,87641.05108139927,0
563,43,Male,Los Angeles,47992.71102576809,0
564,31,Male,Miami,53578.51931951253,0
565,47,Male,Austin,82513.9917974412,0
566,30,Male,New York,30000.0,0
567,18,Male,Los Angeles,69145.83422774369,0
568,24,Female,Chicago,50056.75823775027,0
569,18,Male,Miami,44794.27063862805,0
570,31,Male,New York,30000.0,0
571,35,Male,Austin,89307.5513767259,0
572,51,Female,Houston,73970.64748024127,0
573,38,Female,Houston,53192.969931292595,0
574,32,Female,Austin,65886.05225823578,0
575,43,Male,Miami,42677.94214364304,0
576,18,Other,Houston,56595.35391398752,0
577,37,Male,Chicago,65041.34160204855,0
578,42,Male,Los Angeles,71598.7618771453,0
579,20,Male,New York,79801.59029937357,0
580,46,Male,Seattle,30000.0,0
581,38,Male,Miami,79879.3989806203,0
582,30,Female,Houston,30000.0,0
583,41,Female,Los Angeles,80788.33696478957,0
584,57,Male,Seattle,64667.2261387886,0
585,36,Female,Chicago,97286.4961603163,0
586,37,Male,Houston,53138.17276572729,1
587,30,Male,Houston,89521.00026184286,0
588,26,Female,New York,40815.169376029415,0
589,43,Female,Chicago,72647.19668982679,0
590,26,Male,Chicago,30000.0,1
591,35,Male,Miami,92076.57403009452,0
592,30,Female,Seattle,113171.83508348864,0
593,39,Female,New York,52544.444438156206,0
594,38,Female,Miami,73065.76417453287,0
595,45,Male,New York,81095.94811988002,0
596,29,Male,Chicago,31243.625071184746,0
597,32,Male,New York,51272.33258024389,1
598,25,Male,New York,49724.75453406284,0
599,30,Female,New York,130176.59126088244,0
600,38,Male,Los Angeles,96145.05910900902,0
601,42,Male,Los Angeles,64572.92837709746,0
602,25,Female,Seattle,89476.01860085019,0
603,43,Female,Seattle,75281.23794271797,1
604,48,Male,Austin,84825.93184824371,0
605,39,Female,Chicago,43662.14596881688,0
606,53,Female,New York,104334.40979698332,0
607,27,Female,Chicago,50806.490218241466,0
608,22,Male,Los Angeles,52100.69936453919,1
609,18,Female,New York,84755.67954443625,0
610,49,Female,Miami,78644.01879358664,0
611,41,Male,Los Angeles,70578.91840176523,0
612,34,Male,Los Angeles,90990.00208850102,0
613,37,Female,Los Angeles,40973.619031160306,0
614,23,Male,Austin,116108.83866688427,0
615,59,Female,New York,57483.61954885602,0
616,36,Male,Seattle,67789.72157117851,0
617,36,Male,Houston,116495.66904481524,0
618,42,Male,Miami,52263.99899608,0
619,39,Female,Miami,95576.06256306703,0
620,37,Male,Chicago,64641.951795058805,0
621,27,Female,New York,48954.13577514837,0
622,39,Female,Seattle,60406.52019086327,0
623,53,Female,Los Angeles,84157.00491930489,1
624,48,Female,Houston,95356.65824394338,0
625,50,Female,New York,75640.14799794585,0
626,29,Male,New York,30051.408702870314,0
627,25,Female,Austin,85888.29124154564,1
628,33,Female,Seattle,66446.70413460172,0
629,35,Male,Houston,42437.93082928026,0
630,45,Male,Los Angeles,78659.84050873668,0
631,18,Female,New York,98345.98796617793,0
632,50,Male,Miami,70167.97369992986,1
633,33,Female,Miami,93083.31729473153,0
634,30,Male,Houston,81559.90086101487,0
635,24,Male,Los Angeles,81882.6073706669,0
636,18,Female,Houston,62362.82622368409,0
637,43,Male,New York,90467.41347068353,0
638,35,Male,Austin,92854.47113575747,0
639,22,Female,Austin,89816.69600534433,0
640,22,Male,Miami,62155.33158190627,0
641,31,Female,Austin,94626.9942372152,0
642,51,Female,Chicago,79657.86262023781,0
643,32,Female,Houston,45691.863464323396,1
644,19,Male,Austin,60462.69289300133,0
645,32,Male,Chicago,56739.77564425921,0
646,32,Female,Chicago,30000.0,0
647,18,Female,Seattle,95085.3262544585,0
648,34,Female,Miami,147529.66794207544,0
649,32,Female,Houston,100208.69754702339,0
650,41,Male,Chicago,74071.48311548059,0
651,53,Male,New York,57104.53173427314,0
652,46,Male,Austin,46872.90641927169,0
653,32,Male,Seattle,73766.13447046898,0
